"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Comparative Visual Analytics Framework for Evaluating Evolutionary Processes in Multi-Objective Optimization","Y. Huang; Z. Zhang; A. Jiao; Y. Ma; R. Cheng","Department of Computer Science and Engineering, Southern University of Science and Technology, China; Department of Computer Science and Engineering, Southern University of Science and Technology, China; Department of Computer Science and Engineering, Southern University of Science and Technology, China; Department of Computer Science and Engineering, Southern University of Science and Technology, China; Department of Computer Science and Engineering, Southern University of Science and Technology, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","661","671","Evolutionary multi-objective optimization (EMO) algorithms have been demonstrated to be effective in solving multi-criteria decision-making problems. In real-world applications, analysts often employ several algorithms concurrently and compare their solution sets to gain insight into the characteristics of different algorithms and explore a broader range of feasible solutions. However, EMO algorithms are typically treated as black boxes, leading to difficulties in performing detailed analysis and comparisons between the internal evolutionary processes. Inspired by the successful application of visual analytics tools in explainable AI, we argue that interactive visualization can significantly enhance the comparative analysis between multiple EMO algorithms. In this paper, we present a visual analytics framework that enables the exploration and comparison of evolutionary processes in EMO algorithms. Guided by a literature review and expert interviews, the proposed framework addresses various analytical tasks and establishes a multi-faceted visualization design to support the comparative analysis of intermediate generations in the evolution as well as solution sets. We demonstrate the effectiveness of our framework through case studies on benchmarking and real-world multi-objective optimization problems to elucidate how analysts can leverage our framework to inspect and compare diverse algorithms.","1941-0506","","10.1109/TVCG.2023.3326921","National Natural Science Foundation of China(grant numbers:62202217); Guangdong Basic and Applied Basic Research Foundation(grant numbers:2023A1515012889); Guangdong Talent Program(grant numbers:2021QN02X794); Program for Guangdong Introducing Innovative and Entrepreneurial Teams(grant numbers:2017ZT07X386); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10294213","Visual analytics;evolutionary multi-objective optimization","Optimization;Analytical models;Visual analytics;Task analysis;Predictive models;Computational modeling;Machine learning algorithms","","","","79","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"Are We Closing the Loop Yet? Gaps in the Generalizability of VIS4ML Research","H. Subramonyam; J. Hullman","Stanford University, USA; Northwestern University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","672","682","Visualization for machine learning (VIS4ML) research aims to help experts apply their prior knowledge to develop, understand, and improve the performance of machine learning models. In conceiving VIS4ML systems, researchers characterize the nature of human knowledge to support human-in-the-loop tasks, design interactive visualizations to make ML components interpretable and elicit knowledge, and evaluate the effectiveness of human-model interchange. We survey recent VIS4ML papers to assess the generalizability of research contributions and claims in enabling human-in-the-loop ML. Our results show potential gaps between the current scope of VIS4ML research and aspirations for its use in practice. We find that while papers motivate that VIS4ML systems are applicable beyond the specific conditions studied, conclusions are often overfitted to non-representative scenarios, are based on interactions with a small set of ML experts and well-understood datasets, fail to acknowledge crucial dependencies, and hinge on decisions that lack justification. We discuss approaches to close the gap between aspirations and research claims and suggest documentation practices to report generality constraints that better acknowledge the exploratory nature of VIS4ML research.","1941-0506","","10.1109/TVCG.2023.3326591","NSF(grant numbers:IIS-2211939); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10290989","VIS4ML;Visualization;Machine learning;Human-in-the-loop;Human Knowledge;Generalizability;Survey","Pipelines;Machine learning;Task analysis;Surveys;Human in the loop;Data visualization;Visual analytics","","","","93","IEEE","23 Oct 2023","","","IEEE","IEEE Journals"
"Explore Your Network in Minutes: A Rapid Prototyping Toolkit for Understanding Neural Networks with Visual Analytics","S. Lai; W. Luan; J. Tao","School of Computer Science and Engineering, Sun Yat-sen University, China; School of Computer Science and Engineering, Sun Yat-sen University, China; School of Computer Science and Engineering, Sun Yat-sen University, National Supercomputer Center, Guangzhou, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","683","693","Neural networks attract significant attention in almost every field due to their widespread applications in various tasks. However, developers often struggle with debugging due to the black-box nature of neural networks. Visual analytics provides an intuitive way for developers to understand the hidden states and underlying complex transformations in neural networks. Existing visual analytics tools for neural networks have been demonstrated to be effective in providing useful hints for debugging certain network architectures. However, these approaches are often architecture-specific with strong assumptions of how the network should be understood. This limits their use when the network architecture or the exploration goal changes. In this paper, we present a general model and a programming toolkit, Neural Network Visualization Builder (NNVisBuilder), for prototyping visual analytics systems to understand neural networks. NNVisBuilder covers the common data transformation and interaction model involved in existing tools for exploring neural networks. It enables developers to customize a visual analytics interface for answering their specific questions about networks. NNVisBuilder is compatible with PyTorch so that developers can integrate the visualization code into their learning code seamlessly. We demonstrate the applicability by reproducing several existing visual analytics systems for networks with NNVisBuilder. The source code and some example cases can be found at https://github.com/sysuvis/NVB.","1941-0506","","10.1109/TVCG.2023.3326575","National Key R&D Program of China(grant numbers:2021YFB0300103); National Natural Science Foundation of China(grant numbers:61902446,62172456,91937302); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10308640","Visualization model;toolkit;neural networks;visual diagnosis","Data visualization;Neural networks;Visual analytics;Data models;Artificial neural networks;Neurons;Tensors","","","","50","IEEE","3 Nov 2023","","","IEEE","IEEE Journals"
"OW-Adapter: Human-Assisted Open-World Object Detection with a Few Examples","S. Jamonnak; J. Guo; W. He; L. Gou; L. Ren","Bosch Research North America, USA; Bosch Research North America, USA; Bosch Research North America, USA; Bosch Research North America, USA; Bosch Research North America, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","694","704","Open-world object detection (OWOD) is an emerging computer vision problem that involves not only the identification of predefined object classes, like what general object detectors do, but also detects new unknown objects simultaneously. Recently, several end-to-end deep learning models have been proposed to address the OWOD problem. However, these approaches face several challenges: a) significant changes in both network architecture and training procedure are required; b) they are trained from scratch, which can not leverage existing pre-trained general detectors; c) costly annotations for all unknown classes are needed. To overcome these challenges, we present a visual analytic framework called OW-Adapter. It acts as an adaptor to enable pre-trained general object detectors to handle the OWOD problem. Specifically, OW-Adapter is designed to identify, summarize, and annotate unknown examples with minimal human effort. Moreover, we introduce a lightweight classifier to learn newly annotated unknown classes and plug the classifier into pre-trained general detectors to detect unknown objects. We demonstrate the effectiveness of our framework through two case studies of different domains, including common object recognition and autonomous driving. The studies show that a simple yet powerful adaptor can extend the capability of pre-trained general detectors to detect unknown objects and improve the performance on known classes simultaneously.","1941-0506","","10.1109/TVCG.2023.3326577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10290904","Open world learning;object detection;continuous learning;human-assisted AI","Detectors;Automobiles;Proposals;Object detection;Object recognition;Visual analytics;Training","","","","76","IEEE","23 Oct 2023","","","IEEE","IEEE Journals"
"Dr. KID: Direct Remeshing and K-Set Isometric Decomposition for Scalable Physicalization of Organic Shapes","D. Khan; C. Bohak; I. Viola","Visual Computing Center, King Abdullah University of Science and Technology, Saudi Arabia; Visual Computing Center, King Abdullah University of Science and Technology, Saudi Arabia; Visual Computing Center, King Abdullah University of Science and Technology, Saudi Arabia","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","705","715","Dr. KID is an algorithm that uses isometric decomposition for the physicalization of potato-shaped organic models in a puzzle fashion. The algorithm begins with creating a simple, regular triangular surface mesh of organic shapes, followed by iterative K-means clustering and remeshing. For clustering, we need similarity between triangles (segments) which is defined as a distance function. The distance function maps each triangle's shape to a single point in the virtual 3D space. Thus, the distance between the triangles indicates their degree of dissimilarity. K-means clustering uses this distance and sorts segments into $k$ classes. After this, remeshing is applied to minimize the distance between triangles within the same cluster by making their shapes identical. Clustering and remeshing are repeated until the distance between triangles in the same cluster reaches an acceptable threshold. We adopt a curvature-aware strategy to determine the surface thickness and finalize puzzle pieces for 3D printing. Identical hinges and holes are created for assembling the puzzle components. For smoother outcomes, we use triangle subdivision along with curvature-aware clustering, generating curved triangular patches for 3D printing. Our algorithm was evaluated using various models, and the 3D-printed results were analyzed. Findings indicate that our algorithm performs reliably on target organic shapes with minimal loss of input geometry.","1941-0506","","10.1109/TVCG.2023.3326595","King Abdullah University of Science and Technology (KAUST)(grant numbers:BAS/1/1680-01-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10290929","Physicalization;Physical visualization;3D printing;Isometric decomposition;Direct remeshing;Biological structures;Intracellular compartments","Three-dimensional displays;Solid modeling;Shape;Biology;Biological system modeling;Biomembranes;Surface treatment","","","","53","CCBY","23 Oct 2023","","","IEEE","IEEE Journals"
"Extract and Characterize Hairpin Vortices in Turbulent Flows","A. Zafar; D. Yang; G. Chen","University of Houston, USA; University of Houston, USA; University of Houston, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","716","726","Hairpin vortices are one of the most important vortical structures in turbulent flows. Extracting and characterizing hairpin vortices provides useful insight into many behaviors in turbulent flows. However, hairpin vortices have complex configurations and might be entangled with other vortices, making their extraction difficult. In this work, we introduce a framework to extract and separate hairpin vortices in shear driven turbulent flows for their study. Our method first extracts general vortical regions with a region-growing strategy based on certain vortex criteria (e.g., $\lambda_{2}$) and then separates those vortices with the help of progressive extraction of ($\lambda_{2}$) iso-surfaces in a top-down fashion. This leads to a hierarchical tree representing the spatial proximity and merging relation of vortices. After separating individual vortices, their shape and orientation information is extracted. Candidate hairpin vortices are identified based on their shape and orientation information as well as their physical characteristics. An interactive visualization system is developed to aid the exploration, classification, and analysis of hairpin vortices based on their geometric and physical attributes. We also present additional use cases of the proposed system for the analysis and study of general vortices in other types of flows.","1941-0506","","10.1109/TVCG.2023.3326603","NSF OAC(grant numbers:2102761); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10294258","Turbulent flow;vortices;hairpin vortex extraction","Visualization;Shape;Behavioral sciences;Histograms;Object recognition;Data mining;Training","","","","55","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"MolSieve: A Progressive Visual Analytics System for Molecular Dynamics Simulations","R. Hnatyshyn; J. Zhao; D. Perez; J. Ahrens; R. Maciejewski","Arizona State University, USA; Arizona State University, USA; Los Alamos National Laboratory, USA; Los Alamos National Laboratory, USA; Arizona State University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","727","737","Molecular Dynamics (MD) simulations are ubiquitous in cutting-edge physio-chemical research. They provide critical insights into how a physical system evolves over time given a model of interatomic interactions. Understanding a system's evolution is key to selecting the best candidates for new drugs, materials for manufacturing, and countless other practical applications. With today's technology, these simulations can encompass millions of unit transitions between discrete molecular structures, spanning up to several milliseconds of real time. Attempting to perform a brute-force analysis with data-sets of this size is not only computationally impractical, but would not shed light on the physically-relevant features of the data. Moreover, there is a need to analyze simulation ensembles in order to compare similar processes in differing environments. These problems call for an approach that is analytically transparent, computationally efficient, and flexible enough to handle the variety found in materials-based research. In order to address these problems, we introduce MolSieve, a progressive visual analytics system that enables the comparison of multiple long-duration simulations. Using MolSieve, analysts are able to quickly identify and compare regions of interest within immense simulations through its combination of control charts, data-reduction techniques, and highly informative visual components. A simple programming interface is provided which allows experts to fit MolSieve to their needs. To demonstrate the efficacy of our approach, we present two case studies of MolSieve and report on findings from domain collaborators.","1941-0506","","10.1109/TVCG.2023.3326584","Exascale Computing Project(grant numbers:17-SC-20-SC); US Department of Energy Office of Science; National Nuclear Security Administration; U.S. Department of Homeland Security(grant numbers:17STQAC00001-06-04); Los Alamos National Laboratory; Triad National Security LLC; National Nuclear Security administration; U.S. DOE(grant numbers:89233218CNA0000001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10313127","Molecular dynamics;time-series analysis;visual analytics","Trajectory;Analytical models;Biological system modeling;Visual analytics;Three-dimensional displays;Computational modeling;Data models","","","","54","IEEE","8 Nov 2023","","","IEEE","IEEE Journals"
"PROWIS: A Visual Approach for Building, Managing, and Analyzing Weather Simulation Ensembles at Runtime","C. V. F. de Souza; S. M. Bonnet; D. de Oliveira; M. Cataldi; F. Miranda; M. Lage","Universidade Federal Fluminense and the University of Illinois, USA; Universidade Federal do Rio de Janeiro, Brazil; Universidade Federal Fluminense, Brazil; Universidade Federal Fluminense, Brazil; University of Illinois Chicago, USA; Universidade Federal Fluminense, Brazil","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","738","747","Weather forecasting is essential for decision-making and is usually performed using numerical modeling. Numerical weather models, in turn, are complex tools that require specialized training and laborious setup and are challenging even for weather experts. Moreover, weather simulations are data-intensive computations and may take hours to days to complete. When the simulation is finished, the experts face challenges analyzing its outputs, a large mass of spatiotemporal and multivariate data. From the simulation setup to the analysis of results, working with weather simulations involves several manual and error-prone steps. The complexity of the problem increases exponentially when the experts must deal with ensembles of simulations, a frequent task in their daily duties. To tackle these challenges, we propose ProWis: an interactive and provenance-oriented system to help weather experts build, manage, and analyze simulation ensembles at runtime. Our system follows a human-in-the-loop approach to enable the exploration of multiple atmospheric variables and weather scenarios. ProWis was built in close collaboration with weather experts, and we demonstrate its effectiveness by presenting two case studies of rainfall events in Brazil.","1941-0506","","10.1109/TVCG.2023.3326514","CNPq(grant numbers:316963/2021-6); FAPERJ(grant numbers:E-26/202.915/2019,E-26/211.134/2019); CAPES(grant numbers:Finance Code 001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10290915","Weather visualization;Ensemble visualization;Provenance management;WRF visual setup","Meteorology;Data visualization;Weather forecasting;Visualization;Atmospheric modeling;Runtime;Predictive models","","","","36","IEEE","23 Oct 2023","","","IEEE","IEEE Journals"
"ViMO - Visual Analysis of Neuronal Connectivity Motifs","J. Troidl; S. Warchol; J. Choi; J. Matelsky; N. Dhanyasi; X. Wang; B. Wester; D. Wei; J. W. Lichtman; H. Pfister; J. Beyer","School of Engineering & Applied Sciences, Harvard University, USA; School of Engineering & Applied Sciences, Harvard University, USA; Department of Computer Science, Boston College, United States; Applied Physics Laboratory, Johns Hopkins University, USA; Department of Cellular & Molecular Biology, Harvard University, USA; Department of Cellular & Molecular Biology, Harvard University, USA; Applied Physics Laboratory, Johns Hopkins University, USA; Department of Computer Science, Boston College, United States; Department of Cellular & Molecular Biology, Harvard University, USA; School of Engineering & Applied Sciences, Harvard University, USA; School of Engineering & Applied Sciences, Harvard University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","748","758","Recent advances in high-resolution connectomics provide researchers with access to accurate petascale reconstructions of neuronal circuits and brain networks for the first time. Neuroscientists are analyzing these networks to better understand information processing in the brain. In particular, scientists are interested in identifying specific small network motifs, i.e., repeating subgraphs of the larger brain network that are believed to be neuronal building blocks. Although such motifs are typically small (e.g., 2–6 neurons), the vast data sizes and intricate data complexity present significant challenges to the search and analysis process. To analyze these motifs, it is crucial to review instances of a motif in the brain network and then map the graph structure to detailed 3D reconstructions of the involved neurons and synapses. We present Vimo, an interactive visual approach to analyze neuronal motifs and motif chains in large brain networks. Experts can sketch network motifs intuitively in a visual interface and specify structural properties of the involved neurons and synapses to query large connectomics datasets. Motif instances (MIs) can be explored in high-resolution 3D renderings. To simplify the analysis of MIs, we designed a continuous focus&context metaphor inspired by visual abstractions. This allows users to transition from a highly-detailed rendering of the anatomical structure to views that emphasize the underlying motif structure and synaptic connectivity. Furthermore, Vimo supports the identification of motif chains where a motif is used repeatedly (e.g., 2–4 times) to form a larger network structure. We evaluate Vimo in a user study and an in-depth case study with seven domain experts on motifs in a large connectome of the fruit fly, including more than 21,000 neurons and 20 million synapses. We find that Vimo enables hypothesis generation and confirmation through fast analysis iterations and connectivity highlighting.","1941-0506","","10.1109/TVCG.2023.3327388","NSF(grant numbers:IIS-1901030,NSF-IIS-2239688,NCS-FO-2124179,R24MH114785); Johns Hopkins University Applied Physics Laboratory's Independent Research & Development (IR&D) Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10298029","Visual motif analysis;Focus&Context;Scientific visualization;Neuroscience;Connectomics","Neurons;Visualization;Three-dimensional displays;Synapses;Morphology;Brain;Rendering (computer graphics)","","","","62","IEEE","26 Oct 2023","","","IEEE","IEEE Journals"
"Visual Analysis of Displacement Processes in Porous Media using Spatio-Temporal Flow Graphs","A. Straub; N. Karadimitriou; G. Reina; S. Frey; H. Steeb; T. Ertl","University of Stuttgart, Germany; University of Stuttgart, Germany; University of Stuttgart, Germany; University of Groningen, The Netherlands; University of Stuttgart, Germany; University of Stuttgart, Germany","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","759","769","We developed a new approach comprised of different visualizations for the comparative spatio-temporal analysis of displacement processes in porous media. We aim to analyze and compare ensemble datasets from experiments to gain insight into the influence of different parameters on fluid flow. To capture the displacement of a defending fluid by an invading fluid, we first condense an input image series to a single time map. From this map, we generate a spatio-temporal flow graph covering the whole process. This graph is further simplified to only reflect topological changes in the movement of the invading fluid. Our interactive tools allow the visual analysis of these processes by visualizing the graph structure and the context of the experimental setup, as well as by providing charts for multiple metrics. We apply our approach to analyze and compare ensemble datasets jointly with domain experts, where we vary either fluid properties or the solid structure of the porous medium. We finally report the generated insights from the domain experts and discuss our contribution's advantages, generality, and limitations.","1941-0506","","10.1109/TVCG.2023.3326931","Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)(grant numbers:327154368 - SFB 1313,EXC2075 - 390740016); Stuttgart Center for Simulation Science (SimTech); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10296853","Comparative visualization;ensemble;graph;porous media","Fluids;Media;Visualization;Measurement;Solids;Geometry;Fingers","","","","61","IEEE","25 Oct 2023","","","IEEE","IEEE Journals"
"CLAMS: A Cluster Ambiguity Measure for Estimating Perceptual Variability in Visual Clustering","H. Jeon; G. J. Quadri; H. Lee; P. Rosen; D. A. Szafir; J. Seo","Seoul National University, South Korea; University of North Carolina, Chapel Hill, USA; UNIST, South Korea; University of Utah, USA; Seoul National University, South Korea; Seoul National University, South Korea","IEEE Transactions on Visualization and Computer Graphics","27 Dec 2023","2024","30","1","770","780","Visual clustering is a common perceptual task in scatterplots that supports diverse analytics tasks (e.g., cluster identification). However, even with the same scatterplot, the ways of perceiving clusters (i.e., conducting visual clustering) can differ due to the differences among individuals and ambiguous cluster boundaries. Although such perceptual variability casts doubt on the reliability of data analysis based on visual clustering, we lack a systematic way to efficiently assess this variability. In this research, we study perceptual variability in conducting visual clustering, which we call Cluster Ambiguity. To this end, we introduce CLAMS, a data-driven visual quality measure for automatically predicting cluster ambiguity in monochrome scatterplots. We first conduct a qualitative study to identify key factors that affect the visual separation of clusters (e.g., proximity or size difference between clusters). Based on study findings, we deploy a regression module that estimates the human-judged separability of two clusters. Then, CLAMS predicts cluster ambiguity by analyzing the aggregated results of all pairwise separability between clusters that are generated by the module. CLAMS outperforms widely-used clustering techniques in predicting ground truth cluster ambiguity. Meanwhile, CLAMS exhibits performance on par with human annotators. We conclude our work by presenting two applications for optimizing and benchmarking data mining techniques using CLAMS. The interactive demo of CLAMS is available at clusterambiguity.dev.","1941-0506","","10.1109/TVCG.2023.3327201","NAVER Corporation (Cloud Data Box); National Research Foundation of Korea (NRF)(grant numbers:2023R1A2C200520911); National Science Foundation(grant numbers:2127309); Computing Research Association(grant numbers:NSF IIS-2046725,NSF IIS-1764089,NSF IIS-2320920,NSF IIS-2233316,NSF III-2316496); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10308641","Cluster;scatterplot;perception;cluster analysis;cluster ambiguity;visual quality measure","Visualization;Task analysis;Reliability;Benchmark testing;Data analysis;Complexity theory;Clustering algorithms","","","","86","CCBYNCND","3 Nov 2023","","","IEEE","IEEE Journals"
"Classes are Not Clusters: Improving Label-Based Evaluation of Dimensionality Reduction","H. Jeon; Y. -H. Kuo; M. Aupetit; K. -L. Ma; J. Seo","Seoul National University, South Korea; University of California, Davis, South Korea; Qatar Computing Research Institute, Hamad Bin Khalifa University, Qatar; University of California, Davis, South Korea; Seoul National University, South Korea","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","781","791","A common way to evaluate the reliability of dimensionality reduction (DR) embeddings is to quantify how well labeled classes form compact, mutually separated clusters in the embeddings. This approach is based on the assumption that the classes stay as clear clusters in the original high-dimensional space. However, in reality, this assumption can be violated; a single class can be fragmented into multiple separated clusters, and multiple classes can be merged into a single cluster. We thus cannot always assure the credibility of the evaluation using class labels. In this paper, we introduce two novel quality measures—Label-Trustworthiness and Label-Continuity (Label-T&C)—advancing the process of DR evaluation based on class labels. Instead of assuming that classes are well-clustered in the original space, Label-T&C work by (1) estimating the extent to which classes form clusters in the original and embedded spaces and (2) evaluating the difference between the two. A quantitative evaluation showed that Label-T&C outperform widely used DR evaluation measures (e.g., Trustworthiness and Continuity, Kullback-Leibler divergence) in terms of the accuracy in assessing how well DR embeddings preserve the cluster structure, and are also scalable. Moreover, we present case studies demonstrating that Label-T&C can be successfully used for revealing the intrinsic characteristics of DR techniques and their hyperparameters.","1941-0506","","10.1109/TVCG.2023.3327187","National Research Foundation of Korea (NRF)(grant numbers:2023R1A2C200520911); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10308618","Dimensionality Reduction;Reliability;Clustering;Clustering Validation Measures;Dimensionality Reduction Evaluation","Distortion measurement;Reliability;Dimensionality reduction;Nonlinear distortion;Extraterrestrial measurements;Scalability;Degradation","","","","74","CCBYNCND","3 Nov 2023","","","IEEE","IEEE Journals"
"Guaranteed Visibility in Scatterplots with Tolerance","L. Giovannangeli; F. Lalanne; R. Giot; R. Bourqui","Univ. Bordeaux, CNRS, Bordeaux INP, INRIA, LaBRI, UMR 5800, Talence, France; Univ. Bordeaux, CNRS, Bordeaux INP, INRIA, LaBRI, UMR 5800, Talence, France; Univ. Bordeaux, CNRS, Bordeaux INP, INRIA, LaBRI, UMR 5800, Talence, France; Univ. Bordeaux, CNRS, Bordeaux INP, INRIA, LaBRI, UMR 5800, Talence, France","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","792","802","In 2D visualizations, visibility of every datum's representation is crucial to ease the completion of visual tasks. Such a guarantee is barely respected in complex visualizations, mainly because of overdraws between datum representations that hide parts of the information (e.g., outliers). The literature proposes various Layout Adjustment algorithms to improve the readability of visualizations that suffer from this issue. Manipulating the data in high-dimensional, geometric or visual space; they rely on different strategies with their own strengths and weaknesses. Moreover, most of these algorithms are computationally expensive as they search for an exact solution in the geometric space and do not scale well to large datasets. This article proposes GIST, a layout adjustment algorithm that aims at optimizing three criteria: (i) node visibility guarantee (at least 1 pixel), (ii) node size maximization, and (iii) the original layout preservation. This is achieved by combining a search for the maximum node size that enables to draw all the data points without overlaps, with a limited budget of movements (i.e., limiting the distortions of the original layout). The method's basis relies on the idea that it is not necessary for two data representations to be strictly not overlapping in order to guarantee their visibility in visual space. Our algorithm therefore uses a tolerance in the geometric space to determine the overlaps between pairs of data. The tolerance is optimized such that the approximation computed in the geometric space can lead to visualization without noticeable overdraw after the data rendering rasterization. In addition, such an approximation helps to ease the algorithm's convergence as it reduces the number of constraints to resolve, enabling it to handle large datasets. We demonstrate the effectiveness of our approach by comparing its results to those of state-of-the-art methods on several large datasets.","1941-0506","","10.1109/TVCG.2023.3326596","ANR; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292566","Guaranteed visibility;Layout adjustment;Overlap removal;Scatterplots","Layout;Data visualization;Visualization;Approximation algorithms;Task analysis;Dispersion;Stress","","","","40","IEEE","23 Oct 2023","","","IEEE","IEEE Journals"
"Data Navigator: An Accessibility-Centered Data Navigation Toolkit","F. Elavsky; L. Nadolskis; D. Moritz","Carnegie Mellon University, USA; Carnegie Mellon University, USA; Carnegie Mellon University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","803","813","Making data visualizations accessible for people with disabilities remains a significant challenge in current practitioner efforts. Existing visualizations often lack an underlying navigable structure, fail to engage necessary input modalities, and rely heavily on visual-only rendering practices. These limitations exclude people with disabilities, especially users of assistive technologies. To address these challenges, we present Data Navigator: a system built on a dynamic graph structure, enabling developers to construct navigable lists, trees, graphs, and flows as well as spatial, diagrammatic, and geographic relations. Data Navigator supports a wide range of input modalities: screen reader, keyboard, speech, gesture detection, and even fabricated assistive devices. We present 3 case examples with Data Navigator, demonstrating we can provide accessible navigation structures on top of raster images, integrate with existing toolkits at scale, and rapidly develop novel prototypes. Data Navigator is a step towards making accessible data visualizations easier to design and implement.","1941-0506","","10.1109/TVCG.2023.3327393","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10301522","accessibility;visualization;tools;technical materials;platforms;data interaction","Data visualization;Navigation;Visualization;Rendering (computer graphics);Semantics;Vegetation;Guidelines","","1","","47","IEEE","30 Oct 2023","","","IEEE","IEEE Journals"
"NL2Color: Refining Color Palettes for Charts with Natural Language","C. Shi; W. Cui; C. Liu; C. Zheng; H. Zhang; Q. Luo; X. Ma","Southeast University, China; Microsoft Research Asia, China; Hong Kong University of Science and Technology, China; Hong Kong University of Science and Technology, China; Microsoft Research Asia, China; Hong Kong University of Science and Technology, China; Hong Kong University of Science and Technology, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","814","824","Choice of color is critical to creating effective charts with an engaging, enjoyable, and informative reading experience. However, designing a good color palette for a chart is a challenging task for novice users who lack related design expertise. For example, they often find it difficult to articulate their abstract intentions and translate these intentions into effective editing actions to achieve a desired outcome. In this work, we present NL2Color, a tool that allows novice users to refine chart color palettes using natural language expressions of their desired outcomes. We first collected and categorized a dataset of 131 triplets, each consisting of an original color palette of a chart, an editing intent, and a new color palette designed by human experts according to the intent. Our tool employs a large language model (LLM) to substitute the colors in original palettes and produce new color palettes by selecting some of the triplets as few-shot prompts. To evaluate our tool, we conducted a comprehensive two-stage evaluation, including a crowd-sourcing study ($\mathrm{N}=71$) and a within-subjects user study ($\mathrm{N}=12$). The results indicate that the quality of the color palettes revised by NL2Color has no significantly large difference from those designed by human experts. The participants who used NL2Color obtained revised color palettes to their satisfaction in a shorter period and with less effort.","1941-0506","","10.1109/TVCG.2023.3326522","HKUST 30 for 30(grant numbers:3030_003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292693","chart;color palette;natural language;large language model","Image color analysis;Color;Natural languages;Data visualization;Task analysis;Refining;Bars","","","","57","IEEE","23 Oct 2023","","","IEEE","IEEE Journals"
